ID,Price,Brand,Model,Year,Title_Status,Mileage,Color,State,Country,Condition
1,2899,ford,se,2011,clean vehicle,190552,silver,tennessee, usa,6 days left
2,5350,dodge,mpv,2018,clean vehicle,39590,silver,georgia, usa,2 days left
3,25000,ford,door,2014,clean vehicle,64146,blue,virginia, usa,22 hours left
4,27700,chevrolet,1500,2018,clean vehicle,6654,red,florida, usa,22 hours left
5,5700,dodge,mpv,2018,clean vehicle,45561,white,texas, usa,2 days left
6,7300,chevrolet,pk,2010,clean vehicle,149050,black,georgia, usa,22 hours left
7,13350,gmc,door,2017,clean vehicle,23525,gray,california, usa,20 hours left
8,14600,chevrolet,malibu,2018,clean vehicle,9371,silver,florida, usa,22 hours left
9,5250,ford,mpv,2017,clean vehicle,63418,black,texas, usa,2 days left
10,10400,dodge,coupe,2009,clean vehicle,107856,orange,georgia, usa,22 hours left
11,12920,gmc,mpv,2017,clean vehicle,39650,white,california, usa,20 hours left
12,31900,chevrolet,1500,2018,clean vehicle,22909,black,tennessee, usa,22 hours left
13,5430,chrysler,wagon,2017,clean vehicle,138650,gray,texas, usa,2 days left
14,20700,ford,door,2013,clean vehicle,100757,black,virginia, usa,22 hours left
15,12710,gmc,door,2017,clean vehicle,25747,white,california, usa,20 hours left
16,5200,kia,forte,2018,clean vehicle,46194,blue,north carolina, usa,2 days left
17,16500,buick,encore,2018,clean vehicle,20002,red,tennessee, usa,22 hours left
18,5210,ford,mpv,2017,clean vehicle,35714,white,texas, usa,2 days left
19,38100,ford,door,2013,clean vehicle,54380,gray,virginia, usa,22 hours left
20,12520,gmc,door,2017,clean vehicle,30114,white,california, usa,20 hours left
21,7300,kia,forte,2018,clean vehicle,38823,black,north carolina, usa,2 days left
22,15000,chevrolet,door,2015,clean vehicle,61578,black,ohio, usa,2 days left
23,6180,ford,mpv,2017,clean vehicle,46010,blue,texas, usa,2 days left
24,20800,ford,door,2013,clean vehicle,105510,silver,virginia, usa,22 hours left
25,11900,gmc,door,2017,clean vehicle,28040,silver,california, usa,20 hours left
26,21500,kia,sorento,2020,clean vehicle,11451,blue,north carolina, usa,2 days left
27,12000,buick,door,2014,clean vehicle,31039,brown,ohio, usa,2 days left
28,4190,ford,doors,2017,clean vehicle,44174,white,texas, usa,2 days left
29,13000,ford,chassis,2008,clean vehicle,93698,white,tennessee, usa,22 hours left
30,12710,gmc,door,2017,clean vehicle,26364,silver,california, usa,20 hours left
31,18500,infiniti,q70,2016,clean vehicle,71967,gray,new york, usa,19 hours left
32,29800,chevrolet,camaro,1973,clean vehicle,46226,red,pennsylvania, usa,22 hours left
33,5330,ford,mpv,2017,clean vehicle,37792,no_color,texas, usa,2 days left
34,13000,ford,convertible,2003,clean vehicle,58817,gray,virginia, usa,22 hours left
35,11900,gmc,door,2017,clean vehicle,27965,black,california, usa,20 hours left
36,16600,mercedes-benz,vans,2016,clean vehicle,110907,white,new york, usa,19 hours left
37,19200,chevrolet,1500,2018,clean vehicle,2430,white,tennessee, usa,22 hours left
38,7320,ford,mpv,2017,clean vehicle,32366,gold,texas, usa,2 days left
39,7000,ford,pk,2003,clean vehicle,176567,white,tennessee, usa,22 hours left
40,12710,gmc,door,2017,clean vehicle,30049,white,california, usa,20 hours left
41,16600,mercedes-benz,vans,2016,clean vehicle,97983,white,new york, usa,19 hours left
42,30500,chevrolet,1500,2018,clean vehicle,30442,red,tennessee, usa,22 hours left
43,6330,ford,mpv,2017,clean vehicle,38123,red,texas, usa,2 days left
44,55000,ford,srw,2017,clean vehicle,15273,black,pennsylvania, usa,3 days left
45,12520,gmc,door,2017,clean vehicle,28972,black,california, usa,20 hours left
46,16200,jeep,compass,2019,clean vehicle,30061,red,north carolina, usa,2 days left
47,19000,chevrolet,malibu,2017,clean vehicle,18414,white,tennessee, usa,22 hours left
48,5580,dodge,mpv,2017,clean vehicle,46829,gray,texas, usa,2 days left
49,54000,ford,srw,2017,clean vehicle,26241,black,pennsylvania, usa,3 days left
50,12710,gmc,mpv,2017,clean vehicle,39886,red,california, usa,20 hours left
51,16000,jeep,compass,2019,clean vehicle,31594,silver,north carolina, usa,2 days left
52,27000,buick,enclave,2017,clean vehicle,32107,no_color,tennessee, usa,22 hours left
53,7760,ford,mpv,2017,clean vehicle,44794,gray,texas, usa,2 days left
54,19600,chrysler,300,2019,clean vehicle,42648,gray,south carolina, usa,22 hours left
55,12920,gmc,mpv,2017,clean vehicle,39165,silver,california, usa,20 hours left
56,20000,jeep,cherokee,2019,clean vehicle,38355,charcoal,north carolina, usa,2 days left
57,18100,buick,door,2017,clean vehicle,46766,silver,florida, usa,2 days left
58,23000,chrysler,pacifica,2020,clean vehicle,2473,white,ohio, usa,2 days left
59,18500,chrysler,300,2019,clean vehicle,38586,gray,south carolina, usa,22 hours left
60,13490,gmc,door,2017,clean vehicle,27842,white,california, usa,20 hours left
61,20700,jeep,cherokee,2019,clean vehicle,31156,white,north carolina, usa,2 days left
62,17800,chevrolet,door,2017,clean vehicle,52435,black,florida, usa,22 hours left
63,6650,ford,door,2017,clean vehicle,29942,black,texas, usa,2 days left
64,29100,chrysler,pacifica,2019,clean vehicle,25281,red,south carolina, usa,22 hours left
65,12710,gmc,door,2017,clean vehicle,32504,silver,california, usa,20 hours left
66,21100,jeep,cherokee,2019,clean vehicle,28649,silver,north carolina, usa,2 days left
67,18600,chevrolet,door,2017,clean vehicle,35200,white,florida, usa,22 hours left
68,4340,ford,door,2017,clean vehicle,25602,silver,texas, usa,2 days left
69,19300,chrysler,300,2019,clean vehicle,34801,gray,south carolina, usa,22 hours left
70,12780,gmc,door,2017,clean vehicle,31009,black,california, usa,20 hours left
71,15800,jeep,compass,2019,clean vehicle,35595,charcoal,north carolina, usa,2 days left
72,29400,bmw,x3,2017,clean vehicle,23765,black,tennessee, usa,22 hours left
73,4430,ford,door,2017,clean vehicle,31792,black,texas, usa,2 days left
74,19400,chrysler,300,2019,clean vehicle,33135,gray,south carolina, usa,22 hours left
75,12520,gmc,door,2017,clean vehicle,30636,red,california, usa,20 hours left
76,15900,jeep,compass,2019,clean vehicle,34502,red,north carolina, usa,2 days left
77,26400,buick,door,2017,clean vehicle,25434,white,florida, usa,22 hours left
78,4140,ford,door,2017,clean vehicle,36732,black,texas, usa,2 days left
79,18300,chrysler,300,2019,clean vehicle,41792,gray,south carolina, usa,22 hours left
80,12520,gmc,door,2017,clean vehicle,31992,black,california, usa,20 hours left
81,17900,jeep,compass,2019,clean vehicle,32501,red,north carolina, usa,2 days left
82,18300,chevrolet,camaro,2017,clean vehicle,28395,black,florida, usa,22 hours left
83,4640,ford,door,2017,clean vehicle,36139,blue,texas, usa,2 days left
84,24000,ford,door,2016,clean vehicle,84413,black,pennsylvania, usa,3 days left
85,13200,gmc,door,2017,clean vehicle,33457,white,california, usa,20 hours left
86,18000,jeep,compass,2019,clean vehicle,29245,gray,north carolina, usa,2 days left
87,14900,chevrolet,equinox,2017,clean vehicle,12783,silver,florida, usa,22 hours left
88,4140,ford,door,2017,clean vehicle,17617,white,texas, usa,2 days left
89,11500,ford,door,2016,clean vehicle,36855,black,pennsylvania, usa,2 days left
90,9110,ford,door,2017,clean vehicle,110316,white,texas, usa,2 days left
91,7350,chrysler,door,2015,clean vehicle,88227,black,pennsylvania, usa,2 days left
92,24500,bmw,door,2017,clean vehicle,17626,gray,michigan, usa,2 days left
93,9300,ford,door,2017,clean vehicle,120353,white,texas, usa,2 days left
94,39800,dodge,challenger,2015,clean vehicle,3641,white,pennsylvania, usa,2 days left
95,53500,bmw,m,2017,clean vehicle,29355,blue,michigan, usa,2 days left
96,15110,ford,door,2017,clean vehicle,39333,black,texas, usa,2 days left
97,34000,ford,door,2015,clean vehicle,42930,white,pennsylvania, usa,2 days left
98,26502,chevrolet,colorado,2017,clean vehicle,24993,black,michigan, usa,20 hours left
99,5990,ford,mpv,2017,clean vehicle,44929,black,texas, usa,2 days left
100,13600,ford,focus,2018,clean vehicle,16971,black,south carolina, usa,21 hours left
101,23605,cadillac,door,2017,clean vehicle,35598,gray,michigan, usa,2 days left
102,10780,ford,mpv,2017,clean vehicle,40455,white,texas, usa,2 days left
103,13800,ford,focus,2018,clean vehicle,23164,white,south carolina, usa,21 hours left
104,25201,cadillac,door,2017,clean vehicle,19011,no_color,michigan, usa,2 days left
105,7070,ford,mpv,2017,clean vehicle,45191,white,texas, usa,2 days left
106,8700,ford,focus,2018,clean vehicle,21405,white,south carolina, usa,21 hours left
107,18003,chevrolet,malibu,2017,clean vehicle,19117,no_color,michigan, usa,17 hours left
108,8530,ford,door,2017,clean vehicle,42104,black,texas, usa,2 days left
109,23100,dodge,durango,2018,clean vehicle,49496,white,south carolina, usa,21 hours left
110,24500,cadillac,door,2017,clean vehicle,32418,white,michigan, usa,2 days left
111,7000,ford,mpv,2017,clean vehicle,29882,white,texas, usa,2 days left
112,17000,ford,escape,2018,clean vehicle,34819,gold,south carolina, usa,21 hours left
113,34002,chevrolet,1500,2017,clean vehicle,31923,white,michigan, usa,2 days left
114,6980,ford,mpv,2017,clean vehicle,29168,gray,texas, usa,2 days left
115,25000,dodge,charger,2018,clean vehicle,28307,silver,michigan, usa,21 hours left
116,20802,chevrolet,colorado,2017,clean vehicle,33791,turquoise,michigan, usa,2 days left
117,9200,ford,door,2017,clean vehicle,21770,black,texas, usa,2 days left
118,26500,chrysler,pacifica,2017,clean vehicle,18375,gray,michigan, usa,21 hours left
119,24802,chevrolet,colorado,2017,clean vehicle,14158,gray,michigan, usa,2 days left
120,7070,ford,mpv,2017,clean vehicle,30318,black,texas, usa,2 days left
121,28500,ford,door,2017,clean vehicle,48086,red,south carolina, usa,21 hours left
122,47500,cadillac,door,2017,clean vehicle,26562,black,michigan, usa,2 days left
123,23500,ford,explorer,2017,clean vehicle,57611,black,south carolina, usa,21 hours left
124,23505,chevrolet,colorado,2017,clean vehicle,47357,black,michigan, usa,2 hours left
125,10940,ford,door,2017,clean vehicle,84916,white,texas, usa,2 days left
126,32100,ford,f-150,2017,clean vehicle,24521,gray,south carolina, usa,21 hours left
127,53000,chevrolet,3500,2018,clean vehicle,16105,black,washington, usa,21 hours left
128,6830,ford,mpv,2017,clean vehicle,35888,gold,texas, usa,2 days left
129,11900,dodge,caravan,2017,clean vehicle,59537,gray,south carolina, usa,21 hours left
130,26414,chevrolet,1500,2017,clean vehicle,55222,black,michigan, usa,20 hours left
131,4160,dodge,mpv,2018,clean vehicle,32870,gray,florida, usa,17 hours left
132,19405,chevrolet,door,2017,clean vehicle,39687,silver,michigan, usa,3 hours left
133,5690,dodge,mpv,2018,clean vehicle,47085,silver,florida, usa,17 hours left
134,25900,chrysler,van,2017,clean vehicle,32224,silver,south carolina, usa,21 hours left
135,24005,chevrolet,1500,2017,clean vehicle,51293,beige,michigan, usa,20 hours left
136,5090,dodge,mpv,2018,clean vehicle,42989,gray,florida, usa,17 hours left
137,19500,chrysler,300,2017,clean vehicle,31311,gray,arizona, usa,34 minutes
138,32012,chevrolet,1500,2017,clean vehicle,46091,white,michigan, usa,2 days left
139,6800,dodge,dart,2016,clean vehicle,49033,black,michigan, usa,2 days left
140,4260,dodge,mpv,2018,clean vehicle,33957,gray,florida, usa,16 hours left
141,0,dodge,van,2008,salvage insurance,177948,orange,utah, usa,2 days left
142,31802,chevrolet,2500,2017,clean vehicle,19845,silver,michigan, usa,20 hours left
143,7210,dodge,doors,2018,clean vehicle,38910,black,florida, usa,16 hours left
144,0,dodge,door,2014,salvage insurance,123660,silver,utah, usa,2 days left
145,28402,chevrolet,1500,2017,clean vehicle,31234,black,michigan, usa,2 days left
146,6800,dodge,doors,2018,clean vehicle,36767,gray,florida, usa,16 hours left
147,33300,cadillac,esv,2015,clean vehicle,57932,gray,washington, usa,21 hours left
148,10780,dodge,mpv,2018,clean vehicle,19420,white,florida, usa,16 hours left
149,6700,ford,cutaway,2014,clean vehicle,204155,beige,pennsylvania, usa,3 days left
150,20000,chevrolet,1500,2016,clean vehicle,93493,white,washington, usa,21 hours left
151,6440,chrysler,doors,2018,clean vehicle,20942,gray,florida, usa,17 hours left
152,19900,ford,door,2016,clean vehicle,86826,gray,south carolina, usa,21 hours left
153,37000,chevrolet,door,2015,clean vehicle,45787,white,washington, usa,21 hours left
154,4040,dodge,mpv,2018,clean vehicle,50765,red,florida, usa,16 hours left
155,22300,ford,explorer,2016,clean vehicle,62774,black,south carolina, usa,21 hours left
156,31200,chevrolet,door,2011,clean vehicle,76326,gray,washington, usa,21 hours left
157,4290,dodge,mpv,2018,clean vehicle,39029,white,florida, usa,16 hours left
158,22800,ford,el,2016,clean vehicle,72885,silver,south carolina, usa,21 hours left
159,19002,cadillac,door,2016,clean vehicle,46467,white,michigan, usa,20 hours left
160,4160,dodge,mpv,2018,clean vehicle,6743,gray,florida, usa,16 hours left
161,18500,ford,edge,2016,clean vehicle,33514,white,south carolina, usa,21 hours left
162,39000,bmw,series,2016,clean vehicle,39917,blue,michigan, usa,2 days left
163,6060,dodge,doors,2018,clean vehicle,32504,black,florida, usa,18 hours left
164,28800,ford,door,2016,clean vehicle,77638,white,south carolina, usa,21 hours left
165,40000,bmw,series,2016,clean vehicle,31727,gray,michigan, usa,2 days left
166,6140,dodge,doors,2018,clean vehicle,52966,silver,florida, usa,16 hours left
167,21000,ford,flex,2016,clean vehicle,24157,gray,south carolina, usa,21 hours left
168,20105,buick,door,2016,clean vehicle,51393,beige,michigan, usa,20 hours left
169,6760,dodge,doors,2018,clean vehicle,35461,white,florida, usa,16 hours left
170,25800,ford,door,2014,clean vehicle,47055,brown,pennsylvania, usa,1 days left
171,39000,bmw,series,2016,clean vehicle,33110,black,michigan, usa,2 days left
172,5470,dodge,mpv,2018,clean vehicle,39721,black,florida, usa,16 hours left
173,14600,ford,door,2014,clean vehicle,75785,black,pennsylvania, usa,21 hours left
174,24502,chevrolet,1500,2016,clean vehicle,33624,black,michigan, usa,20 hours left
175,15110,ford,door,2017,clean vehicle,42289,white,texas, usa,2 days left
176,7900,ford,door,2014,clean vehicle,79422,white,new york, usa,21 hours left
177,27305,chevrolet,door,2016,clean vehicle,28844,blue,michigan, usa,3 hours left
178,15290,ford,door,2017,clean vehicle,66582,white,texas, usa,2 days left
179,26500,ford,door,2015,clean vehicle,61436,silver,south carolina, usa,21 hours left
180,25502,chevrolet,door,2016,clean vehicle,58303,silver,michigan, usa,20 hours left
181,7320,ford,mpv,2017,clean vehicle,55618,white,texas, usa,2 days left
182,3800,chevrolet,van,2009,clean vehicle,261648,white,michigan, usa,2 days left
183,24502,chevrolet,door,2016,clean vehicle,33045,white,michigan, usa,20 hours left
184,4140,ford,door,2017,clean vehicle,40747,white,texas, usa,2 days left
185,1400,dodge,pk,2002,clean vehicle,185460,black,michigan, usa,2 days left
186,18402,cadillac,srx,2016,clean vehicle,26667,gray,michigan, usa,2 days left
187,4160,ford,door,2017,clean vehicle,37176,white,texas, usa,2 days left
188,175,chrysler,door,2000,salvage insurance,231240,red,north carolina, usa,3 days left
189,24503,chevrolet,colorado,2016,clean vehicle,18006,brown,michigan, usa,20 hours left
190,15840,ford,door,2017,clean vehicle,72445,white,texas, usa,2 days left
191,20500,ford,door,2014,clean vehicle,123355,black,south carolina, usa,21 hours left
192,21003,chevrolet,1500,2016,clean vehicle,44116,silver,michigan, usa,32 minutes
193,4200,ford,door,2017,clean vehicle,60219,red,texas, usa,2 days left
194,17400,ford,door,2011,clean vehicle,135077,red,georgia, usa,21 hours left
195,32001,chevrolet,door,2016,clean vehicle,32058,black,michigan, usa,2 days left
196,0,ford,mpv,2017,clean vehicle,76858,white,texas, usa,2 days left
197,15700,ford,cab,2011,clean vehicle,309564,white,south carolina, usa,21 hours left
198,31009,chevrolet,door,2016,clean vehicle,33928,white,michigan, usa,2 days left
199,3740,ford,wagon,2017,clean vehicle,90618,white,texas, usa,2 days left
200,5000,dodge,pickup,2001,clean vehicle,109360,white,georgia, usa,21 hours left
201,31002,chevrolet,door,2016,clean vehicle,71809,white,michigan, usa,20 hours left
202,3160,ford,doors,2017,clean vehicle,31563,gray,texas, usa,2 days left
203,8600,dodge,pickup,2005,clean vehicle,219823,gray,south carolina, usa,21 hours left
204,6000,chevrolet,malibu,2018,clean vehicle,42090,gray,texas, usa,21 hours left
205,12990,ford,door,2017,clean vehicle,126523,white,texas, usa,2 days left
206,25,chevrolet,vehicl,2020,salvage insurance,7232,black,kentucky, usa,3 days left
207,13200,buick,encore,2017,clean vehicle,60171,black,texas, usa,21 hours left
208,4410,ford,wagon,2017,clean vehicle,209915,white,texas, usa,2 days left
209,25,chrysler,door,2005,salvage insurance,151815,silver,massachusetts, usa,3 days left
210,22500,chevrolet,camaro,2020,clean vehicle,13826,green,georgia, usa,3 days left
211,7420,ford,mpv,2017,clean vehicle,55854,white,texas, usa,2 days left
212,13500,ford,door,2016,clean vehicle,45757,silver,arizona, usa,20 hours left
213,15500,chevrolet,trax,2020,clean vehicle,16545,white,georgia, usa,3 days left
214,3540,ford,door,2017,clean vehicle,112893,white,texas, usa,2 days left
215,17000,ford,door,2016,clean vehicle,126802,no_color,florida, usa,2 hours left
216,45500,chevrolet,tahoe,2020,clean vehicle,13303,white,georgia, usa,3 days left
217,4130,ford,door,2017,clean vehicle,34061,silver,texas, usa,2 days left
218,15700,ford,door,2015,clean vehicle,70251,white,arizona, usa,14 hours left
219,45500,chevrolet,tahoe,2020,clean vehicle,13679,gray,georgia, usa,3 days left
220,4130,ford,doors,2017,clean vehicle,42426,gray,texas, usa,2 days left
221,15500,dodge,door,2012,clean vehicle,66452,black,pennsylvania, usa,2 days left
222,16300,chevrolet,trax,2020,clean vehicle,18221,white,georgia, usa,3 days left
223,4530,ford,mpv,2017,clean vehicle,41455,white,texas, usa,2 days left
224,15600,dodge,door,2011,clean vehicle,35275,black,pennsylvania, usa,2 days left
225,45500,chevrolet,tahoe,2020,clean vehicle,13885,white,georgia, usa,3 days left
226,4100,ford,door,2017,clean vehicle,38815,gray,texas, usa,2 days left
227,18200,dodge,door,2011,clean vehicle,162281,white,pennsylvania, usa,2 days left
228,10200,chevrolet,door,2013,clean vehicle,56479,black,texas, usa,21 hours left
229,4080,ford,doors,2017,clean vehicle,61027,black,texas, usa,2 days left
230,5700,ford,van,2014,clean vehicle,178703,white,florida, usa,2 hours left
231,10200,chevrolet,3500,2014,clean vehicle,173469,white,texas, usa,21 hours left
232,5000,ford,door,2017,clean vehicle,37321,white,texas, usa,2 days left
233,1700,ford,door,2014,clean vehicle,112789,white,florida, usa,2 hours left
234,6200,bmw,door,2011,clean vehicle,80394,gray,texas, usa,21 hours left
235,3650,ford,door,2016,clean vehicle,68142,white,texas, usa,2 days left
236,10500,dodge,door,2014,clean vehicle,74203,white,arizona, usa,1 days left
237,43500,chevrolet,2500,2018,clean vehicle,57604,white,georgia, usa,6 days left
238,4610,dodge,van,2016,clean vehicle,87229,silver,texas, usa,2 days left
239,3450,ford,door,2012,clean vehicle,90711,white,florida, usa,1 days left
240,38500,chevrolet,suburban,2018,clean vehicle,11135,silver,georgia, usa,3 days left
241,6810,ford,mpv,2016,clean vehicle,66781,silver,texas, usa,2 days left
242,2900,ford,cargo,2011,clean vehicle,190994,white,florida, usa,2 hours left
243,43500,chevrolet,2500,2018,clean vehicle,56007,white,georgia, usa,6 days left
244,4450,ford,mpv,2016,clean vehicle,32486,white,texas, usa,2 days left
245,5800,ford,door,2011,clean vehicle,195908,white,florida, usa,2 hours left
246,16500,chevrolet,equinox,2018,clean vehicle,18020,silver,georgia, usa,3 days left
247,4240,dodge,mpv,2016,clean vehicle,83262,white,texas, usa,2 days left
248,26500,ford,pickup,2008,clean vehicle,62015,white,pennsylvania, usa,1 days left
249,13700,chevrolet,equinox,2017,clean vehicle,36421,silver,georgia, usa,3 days left
250,8600,ford,door,2016,clean vehicle,73321,white,texas, usa,2 days left
251,8000,ford,chassis,2008,clean vehicle,132379,white,florida, usa,2 days left
252,14200,chevrolet,equinox,2017,clean vehicle,28013,silver,georgia, usa,3 days left
253,7040,ford,mpv,2016,clean vehicle,33291,silver,texas, usa,2 days left
254,4700,ford,chassis,2005,clean vehicle,225236,no_color,florida, usa,2 hours left
255,30851,chevrolet,door,2016,clean vehicle,43176,red,georgia, usa,2 days left
256,4880,ford,mpv,2016,clean vehicle,36876,silver,texas, usa,2 days left
257,14500,dodge,pickup,2006,clean vehicle,111782,silver,pennsylvania, usa,3 days left
258,7600,chevrolet,door,2017,clean vehicle,110489,brown,nebraska, usa,5 hours left
259,13270,ford,door,2016,clean vehicle,84035,white,texas, usa,2 days left
260,12800,ford,door,2012,clean vehicle,131101,gray,arizona, usa,20 hours left
261,33000,chevrolet,1500,2018,clean vehicle,52521,white,ontario, canada,10 days left
262,9280,ford,door,2016,clean vehicle,101380,white,texas, usa,2 days left
263,900,ford,van,2003,clean vehicle,142027,white,florida, usa,2 hours left
264,7560,ford,door,2016,clean vehicle,111476,gray,texas, usa,2 days left
265,19500,ford,drw,2011,clean vehicle,76897,white,pennsylvania, usa,2 days left
266,17100,chevrolet,malibu,2019,clean vehicle,15780,white,washington, usa,2 days left
267,8020,ford,door,2016,clean vehicle,31944,white,texas, usa,2 days left
268,10300,ford,fiesta,2019,clean vehicle,18937,black,missouri, usa,4 days left
269,22600,chevrolet,van,2019,clean vehicle,9706,white,washington, usa,2 days left
270,10480,ford,doors,2016,clean vehicle,57289,gray,texas, usa,2 days left
271,10300,ford,fiesta,2019,clean vehicle,19956,silver,missouri, usa,4 days left
272,22700,chevrolet,van,2019,clean vehicle,6075,white,washington, usa,2 days left
273,7410,ford,door,2016,clean vehicle,21034,gray,texas, usa,2 days left
274,10300,ford,fiesta,2019,clean vehicle,22881,gray,missouri, usa,4 days left
275,10300,chevrolet,door,2013,clean vehicle,167600,gray,washington, usa,2 days left
276,7570,ford,door,2016,clean vehicle,37252,white,texas, usa,2 days left
277,67000,dodge,challenger,2019,clean vehicle,10944,blue,ohio, usa,21 hours left
278,18900,chevrolet,impala,2019,clean vehicle,27601,white,texas, usa,21 hours left
279,12560,ford,doors,2019,clean vehicle,15958,white,florida, usa,18 hours left
280,33000,dodge,durango,2019,clean vehicle,32251,white,ohio, usa,21 hours left
281,18300,chevrolet,impala,2019,clean vehicle,25809,black,texas, usa,21 hours left
282,11760,ford,cab,2017,clean vehicle,30553,white,texas, usa,2 days left
283,31700,dodge,durango,2019,clean vehicle,26549,red,ohio, usa,21 hours left
284,25,dodge,door,2007,salvage insurance,160528,dark blue,minnesota, usa,17 hours left
285,0,ford,door,2000,salvage insurance,124969,black,oklahoma, usa,17 hours left
286,7340,ford,doors,2019,clean vehicle,15854,gray,florida, usa,17 hours left
287,8200,hyundai,door,2017,clean vehicle,56690,white,connecticut, usa,5 hours left
288,3000,kia,door,2013,clean vehicle,97142,silver,missouri, usa,9 days left
289,6530,jeep,mpv,2019,clean vehicle,10185,black,georgia, usa,17 hours left
290,0,mazda,door,2009,salvage insurance,117541,gray,indiana, usa,16 hours left
291,12700,kia,soul,2019,clean vehicle,23514,silver,california, usa,10 days left
292,13800,kia,sorento,2017,clean vehicle,86959,gray,north carolina, usa,3 days left
293,0,chevrolet,pickup,1998,salvage insurance,258631,gray,texas, usa,17 hours left
294,725,ford,door,2017,salvage insurance,67279,gray,virginia, usa,2 days left
295,7400,ford,doors,2019,clean vehicle,16482,gray,florida, usa,17 hours left
296,9800,hyundai,elantra,2017,clean vehicle,35687,red,connecticut, usa,5 hours left
297,0,honda,door,2003,salvage insurance,152608,white,arkansas, usa,17 hours left
298,4400,jeep,mpv,2019,clean vehicle,17911,green,georgia, usa,17 hours left
299,10330,infiniti,mpv,2019,clean vehicle,21278,blue,florida, usa,22 hours left
300,1800,chevrolet,door,2011,salvage insurance,47269,black,arkansas, usa,17 hours left
301,50,chevrolet,door,2008,salvage insurance,172102,blue,texas, usa,18 hours left
302,720,ford,wagon,2006,clean vehicle,26914,no_color,florida, usa,23 hours left
303,22800,ford,door,2017,clean vehicle,67217,red,michigan, usa,2 days left
304,2500,ford,door,2017,salvage insurance,78698,black,california, usa,19 hours left
305,0,ford,door,2003,salvage insurance,246065,gold,kansas, usa,8 days left
306,9190,gmc,mpv,2017,clean vehicle,41961,black,virginia, usa,17 hours left
307,10900,jeep,mpv,2019,clean vehicle,13273,red,michigan, usa,2 days left
308,10400,infiniti,mpv,2019,clean vehicle,31713,black,florida, usa,22 hours left
309,0,chevrolet,door,2004,salvage insurance,0,maroon,wyoming, usa,18 hours left
310,0,chevrolet,door,2003,salvage insurance,194673,gray,texas, usa,18 hours left
311,7320,chevrolet,pickup,2008,clean vehicle,325611,silver,florida, usa,22 hours left
312,22809,ford,f-150,2017,clean vehicle,50732,black,michigan, usa,20 hours left
313,0,ford,van,1998,salvage insurance,186855,blue,california, usa,19 hours left
314,0,ford,door,2013,salvage insurance,94004,black,minnesota, usa,17 hours left
315,5520,gmc,mpv,2017,clean vehicle,52904,silver,virginia, usa,17 hours left
316,10900,jeep,mpv,2019,clean vehicle,14195,orange,michigan, usa,2 days left
317,6330,jeep,mpv,2019,clean vehicle,43965,red,florida, usa,22 hours left
318,0,chevrolet,door,2009,salvage insurance,117059,black,colorado, usa,18 hours left
319,25,chevrolet,pickup,2010,salvage insurance,149189,white,colorado, usa,18 hours left
320,2320,dodge,door,2007,clean vehicle,112182,red,florida, usa,22 hours left
321,23702,ford,door,2017,clean vehicle,49024,black,michigan, usa,2 days left
322,0,ford,chassis,1994,salvage insurance,0,green,california, usa,19 hours left
323,0,ford,door,1997,salvage insurance,203297,green,minnesota, usa,17 hours left
324,5520,gmc,mpv,2017,clean vehicle,35821,silver,virginia, usa,17 hours left
325,4050,heartland,pioneer,2018,clean vehicle,1,gray,pennsylvania, usa,7 days left
326,14810,infiniti,mpv,2019,clean vehicle,32611,brown,florida, usa,22 hours left
327,25,chevrolet,door,2011,salvage insurance,105244,white,colorado, usa,18 hours left
328,2960,chrysler,van,2008,clean vehicle,164048,red,florida, usa,23 hours left
329,24800,ford,door,2017,clean vehicle,46955,gray,michigan, usa,2 days left
330,0,ford,door,1996,salvage insurance,296860,green,california, usa,19 hours left
331,0,ford,door,2006,salvage insurance,203158,red,illinois, usa,17 hours left
332,6270,gmc,mpv,2017,clean vehicle,70443,black,virginia, usa,17 hours left
333,1880,heartland,trail,2012,clean vehicle,1,white,pennsylvania, usa,7 days left
334,10050,infiniti,mpv,2019,clean vehicle,18229,gray,florida, usa,22 hours left
335,225,chevrolet,door,2014,salvage insurance,87673,red,colorado, usa,18 hours left
336,26900,chevrolet,traverse,2018,clean vehicle,42941,black,missouri, usa,20 hours left
337,1420,chrysler,door,2007,clean vehicle,104405,gold,florida, usa,23 hours left
338,27003,ford,door,2017,clean vehicle,57186,black,michigan, usa,20 hours left
339,0,ford,door,2002,salvage insurance,214800,black,south carolina, usa,2 days left
340,350,ford,door,2004,salvage insurance,236980,gray,illinois, usa,17 hours left
341,5600,gmc,mpv,2017,clean vehicle,59808,black,virginia, usa,17 hours left
342,6680,heartland,country,2011,clean vehicle,1,gray,pennsylvania, usa,7 days left
343,10120,infiniti,mpv,2019,clean vehicle,20681,white,florida, usa,22 hours left
344,0,chevrolet,door,2010,salvage insurance,137422,red,colorado, usa,18 hours left
345,3920,ford,door,2015,clean vehicle,102700,white,georgia, usa,2 days left
346,23100,ford,door,2017,clean vehicle,53270,black,michigan, usa,20 hours left
347,0,gmc,door,2004,salvage insurance,235348,gold,south carolina, usa,2 days left
348,5630,gmc,mpv,2017,clean vehicle,27195,black,virginia, usa,17 hours left
349,0,heartland,sundance,2009,clean vehicle,1,white,pennsylvania, usa,7 days left
350,2800,jaguar,doors,2019,clean vehicle,20849,black,florida, usa,22 hours left
351,0,chevrolet,door,2008,salvage insurance,159266,gray,california, usa,19 hours left
