ID,Price,Brand,Model,Year,Title_Status,Mileage,Color,State,Country,Condition
633,17700,chevrolet,equinox,2017,clean vehicle,35664,blue,wisconsin, usa,21 hours left
634,28000,chevrolet,cutaway,2017,clean vehicle,12780,white,illinois, usa,21 hours left
635,14000,chevrolet,door,2017,clean vehicle,38458,blue,wisconsin, usa,21 hours left
636,21700,chevrolet,door,2017,clean vehicle,34420,silver,wisconsin, usa,21 hours left
637,13500,chevrolet,door,2017,clean vehicle,46497,white,wisconsin, usa,21 hours left
638,35500,chevrolet,1500,2017,clean vehicle,21268,no_color,wisconsin, usa,21 hours left
639,29500,chevrolet,1500,2017,clean vehicle,31029,red,wisconsin, usa,21 hours left
640,25300,chevrolet,1500,2017,clean vehicle,40878,no_color,wisconsin, usa,21 hours left
641,21500,chevrolet,1500,2016,clean vehicle,20270,silver,new jersey, usa,3 days left
642,25900,chevrolet,door,2016,clean vehicle,32984,blue,wisconsin, usa,21 hours left
643,35300,chevrolet,door,2016,clean vehicle,75506,black,wisconsin, usa,21 hours left
644,13500,chevrolet,door,2016,clean vehicle,39951,red,wisconsin, usa,21 hours left
645,62000,chevrolet,corvette,2016,clean vehicle,19403,white,illinois, usa,21 hours left
646,46000,chevrolet,corvette,2016,clean vehicle,4445,black,illinois, usa,2 days left
647,9000,chevrolet,malibu,2016,clean vehicle,67527,gray,wisconsin, usa,21 hours left
648,25900,chevrolet,door,2016,clean vehicle,33588,white,wisconsin, usa,21 hours left
649,25800,chevrolet,door,2016,clean vehicle,10103,no_color,wisconsin, usa,21 hours left
650,17000,chevrolet,door,2016,clean vehicle,26474,gray,wisconsin, usa,21 hours left
651,12800,chevrolet,door,2016,clean vehicle,40253,white,wisconsin, usa,21 hours left
652,47400,chevrolet,3500,2016,clean vehicle,39624,red,wisconsin, usa,21 hours left
653,24400,chevrolet,door,2016,clean vehicle,48705,gray,wisconsin, usa,21 hours left
654,17100,chevrolet,trax,2016,clean vehicle,19659,white,wisconsin, usa,2 days left
655,7400,chevrolet,door,2015,clean vehicle,91299,no_color,wisconsin, usa,21 hours left
656,33100,chevrolet,door,2015,clean vehicle,81614,gold,wisconsin, usa,2 days left
657,22000,chevrolet,trax,2020,clean vehicle,179,gray,california, usa,21 hours left
658,35000,chevrolet,1500,2019,clean vehicle,5523,no_color,california, usa,2 days left
659,16500,chevrolet,equinox,2019,clean vehicle,29841,silver,california, usa,21 hours left
660,35300,chevrolet,1500,2019,clean vehicle,8516,silver,california, usa,21 hours left
661,26900,chevrolet,traverse,2018,clean vehicle,42941,black,missouri, usa,19 hours left
662,11600,chevrolet,trax,2017,clean vehicle,27498,black,california, usa,21 hours left
663,28100,chevrolet,1500,2017,clean vehicle,31141,silver,california, usa,21 hours left
664,27700,chevrolet,1500,2017,clean vehicle,20784,white,california, usa,21 hours left
665,17700,chevrolet,passenger,2017,clean vehicle,52667,white,california, usa,21 hours left
666,16600,chevrolet,volt,2017,clean vehicle,26003,no_color,california, usa,21 hours left
667,63200,chevrolet,corvette,2016,clean vehicle,4266,red,california, usa,2 days left
668,36800,chevrolet,door,2015,clean vehicle,32332,white,california, usa,21 hours left
669,19500,chevrolet,passenger,2018,clean vehicle,44333,white,texas, usa,1 days left
670,38800,chevrolet,tahoe,2019,clean vehicle,36198,blue,oklahoma, usa,21 hours left
671,37500,chevrolet,tahoe,2019,clean vehicle,33331,silver,oklahoma, usa,21 hours left
672,35000,chevrolet,suburban,2019,clean vehicle,43082,gray,oklahoma, usa,21 hours left
673,31100,chevrolet,camaro,2019,clean vehicle,24561,gray,oklahoma, usa,21 hours left
674,22600,chevrolet,van,2019,clean vehicle,13485,white,oklahoma, usa,21 hours left
675,22400,chevrolet,van,2019,clean vehicle,15524,white,oklahoma, usa,21 hours left
676,22700,chevrolet,van,2019,clean vehicle,8996,white,oklahoma, usa,21 hours left
677,13700,chevrolet,malibu,2019,clean vehicle,47282,silver,oklahoma, usa,21 hours left
678,37100,chevrolet,suburban,2019,clean vehicle,34470,black,oklahoma, usa,21 hours left
679,18500,chevrolet,colorado,2018,clean vehicle,87264,green,oregon, usa,34 minutes
680,18300,chevrolet,2500,2017,clean vehicle,114344,white,oregon, usa,34 minutes
681,19000,chevrolet,2500,2017,clean vehicle,111635,white,oregon, usa,34 minutes
682,18500,chevrolet,1500,2017,clean vehicle,103955,white,oregon, usa,34 minutes
683,22500,chevrolet,door,2016,clean vehicle,66640,white,oregon, usa,34 minutes
684,14500,chevrolet,door,2014,clean vehicle,122018,white,oregon, usa,34 minutes
685,32800,chevrolet,tahoe,2018,clean vehicle,46915,gray,oklahoma, usa,21 hours left
686,12300,chevrolet,malibu,2018,clean vehicle,53599,black,oklahoma, usa,21 hours left
687,19600,chevrolet,1500,2018,clean vehicle,41672,gray,oklahoma, usa,21 hours left
688,13600,chevrolet,malibu,2018,clean vehicle,36047,white,oklahoma, usa,21 hours left
689,7200,chevrolet,spark,2018,clean vehicle,42561,red,oklahoma, usa,21 hours left
690,19900,chevrolet,1500,2018,clean vehicle,40345,white,oklahoma, usa,21 hours left
691,13000,chevrolet,malibu,2018,clean vehicle,41751,gray,oklahoma, usa,21 hours left
692,19700,chevrolet,door,2016,clean vehicle,27593,white,oklahoma, usa,21 hours left
693,9400,chevrolet,door,2017,clean vehicle,24009,blue,oklahoma, usa,21 hours left
694,23800,chevrolet,1500,2017,clean vehicle,85697,white,oklahoma, usa,21 hours left
695,17700,chevrolet,equinox,2019,clean vehicle,25223,white,new york, usa,18 hours left
696,17000,chevrolet,door,2015,clean vehicle,27927,white,oklahoma, usa,21 hours left
697,14000,chevrolet,door,2014,clean vehicle,135127,red,florida, usa,2 days left
698,32100,chevrolet,2500,2018,clean vehicle,55532,white,pennsylvania, usa,21 hours left
699,33100,chevrolet,2500,2019,clean vehicle,72172,white,pennsylvania, usa,21 hours left
700,31600,chevrolet,2500,2018,clean vehicle,57751,white,pennsylvania, usa,21 hours left
701,5100,chevrolet,door,2013,clean vehicle,96314,gray,pennsylvania, usa,21 hours left
702,4100,chevrolet,door,2013,clean vehicle,89152,blue,pennsylvania, usa,21 hours left
703,7200,chevrolet,door,2014,clean vehicle,114660,silver,texas, usa,6 hours left
704,12800,chevrolet,1500,2014,clean vehicle,177322,white,texas, usa,7 hours left
705,46800,chevrolet,1500,2019,clean vehicle,36423,gray,nebraska, usa,21 hours left
706,21800,chevrolet,van,2019,clean vehicle,23759,white,missouri, usa,21 hours left
707,3000,chevrolet,door,2013,clean vehicle,120667,gray,texas, usa,9 days left
708,22500,chevrolet,colorado,2017,clean vehicle,65344,red,indiana, usa,2 days left
709,35300,chevrolet,suburban,2018,clean vehicle,51347,black,missouri, usa,21 hours left
710,16500,chevrolet,volt,2017,clean vehicle,52322,black,oklahoma, usa,21 hours left
711,33000,chevrolet,door,2017,clean vehicle,67620,black,missouri, usa,2 days left
712,31500,chevrolet,1500,2017,clean vehicle,59965,black,missouri, usa,2 days left
713,34500,chevrolet,1500,2017,clean vehicle,28739,silver,missouri, usa,2 days left
714,8000,chevrolet,trax,2016,clean vehicle,77429,silver,west virginia, usa,2 days left
715,25000,chevrolet,1500,2017,clean vehicle,20847,white,west virginia, usa,21 hours left
716,10700,chevrolet,trax,2016,clean vehicle,44280,red,west virginia, usa,2 days left
717,13400,chevrolet,door,2016,clean vehicle,86031,silver,west virginia, usa,2 days left
718,16500,chevrolet,equinox,2019,clean vehicle,7622,gold,west virginia, usa,2 days left
719,34000,chevrolet,traverse,2019,clean vehicle,8067,white,west virginia, usa,2 days left
720,14100,chevrolet,trax,2018,clean vehicle,16502,white,west virginia, usa,2 days left
721,38600,chevrolet,1500,2019,clean vehicle,20681,black,west virginia, usa,2 days left
722,9100,chevrolet,door,2016,clean vehicle,54655,blue,missouri, usa,21 hours left
723,8600,chevrolet,door,2016,clean vehicle,57825,blue,missouri, usa,21 hours left
724,22000,chevrolet,door,2016,clean vehicle,58856,white,oklahoma, usa,21 hours left
725,8900,chevrolet,colorado,2015,clean vehicle,85072,white,west virginia, usa,2 days left
726,15500,chevrolet,door,2015,clean vehicle,79506,red,west virginia, usa,2 days left
727,3300,chevrolet,door,2015,clean vehicle,85301,silver,west virginia, usa,2 days left
728,29000,chevrolet,1500,2015,clean vehicle,69377,brown,missouri, usa,2 days left
729,17300,chevrolet,equinox,2020,clean vehicle,15577,black,nevada, usa,2 days left
730,30500,chevrolet,traverse,2020,clean vehicle,23470,silver,nevada, usa,2 days left
731,25000,chevrolet,impala,2020,clean vehicle,18715,silver,nevada, usa,6 hours left
732,2800,chevrolet,cruze,2012,clean vehicle,61258,white,illinois, usa,21 hours left
733,3300,chevrolet,door,2012,clean vehicle,131791,no_color,illinois, usa,21 hours left
734,36400,chevrolet,suburban,2019,clean vehicle,35705,silver,nevada, usa,2 days left
735,34800,chevrolet,suburban,2019,clean vehicle,48982,silver,nevada, usa,2 days left
736,20700,chevrolet,ld,2019,clean vehicle,33745,white,nevada, usa,2 days left
737,32200,chevrolet,suburban,2019,clean vehicle,42267,silver,nevada, usa,2 days left
738,35300,chevrolet,tahoe,2019,clean vehicle,46863,black,nevada, usa,2 days left
739,33500,chevrolet,suburban,2019,clean vehicle,36443,white,nevada, usa,2 days left
740,13700,chevrolet,impala,2019,clean vehicle,14939,blue,nevada, usa,9 minutes
741,15900,chevrolet,malibu,2019,clean vehicle,22026,black,nevada, usa,1 hours left
742,33200,chevrolet,suburban,2019,clean vehicle,38278,black,nevada, usa,2 days left
743,35500,chevrolet,suburban,2019,clean vehicle,46149,silver,nevada, usa,2 days left
744,29800,chevrolet,suburban,2018,clean vehicle,48427,silver,nevada, usa,2 days left
745,29800,chevrolet,suburban,2018,clean vehicle,48807,gray,nevada, usa,2 days left
746,29500,chevrolet,suburban,2018,clean vehicle,52618,silver,nevada, usa,2 days left
747,30300,chevrolet,suburban,2018,clean vehicle,46494,white,nevada, usa,2 days left
748,24300,chevrolet,1500,2018,clean vehicle,56296,black,new york, usa,18 hours left
749,29800,chevrolet,suburban,2017,clean vehicle,33909,silver,nevada, usa,2 days left
750,29800,chevrolet,suburban,2017,clean vehicle,33028,white,nevada, usa,2 days left
751,27500,chevrolet,camaro,2016,clean vehicle,44653,white,nevada, usa,Listing Expired
752,10800,chevrolet,door,2017,clean vehicle,80516,gray,new jersey, usa,18 hours left
753,11500,chevrolet,van,2017,clean vehicle,105151,white,new jersey, usa,18 hours left
754,10400,chevrolet,van,2017,clean vehicle,78368,white,new jersey, usa,18 hours left
755,11400,chevrolet,equinox,2018,clean vehicle,78956,white,florida, usa,Listing Expired
756,11400,chevrolet,equinox,2018,clean vehicle,88564,white,florida, usa,Listing Expired
757,8000,chevrolet,door,2015,clean vehicle,78800,white,nevada, usa,Listing Expired
758,3000,chevrolet,door,2012,clean vehicle,111856,white,california, usa,5 hours left
759,25000,chevrolet,door,2015,clean vehicle,80946,black,nevada, usa,Listing Expired
760,12300,chevrolet,traverse,2017,clean vehicle,83168,gray,new york, usa,18 hours left
761,14100,chevrolet,traverse,2017,clean vehicle,58606,white,new york, usa,18 hours left
762,9000,chevrolet,van,2014,clean vehicle,82020,white,nevada, usa,9 minutes
763,4200,chevrolet,door,2014,clean vehicle,102500,black,nevada, usa,2 days left
764,22500,chevrolet,van,2019,clean vehicle,8150,white,texas, usa,2 days left
765,22600,chevrolet,van,2019,clean vehicle,6159,white,texas, usa,2 days left
766,22600,chevrolet,van,2019,clean vehicle,5938,white,texas, usa,2 days left
767,22500,chevrolet,van,2019,clean vehicle,9019,white,texas, usa,2 days left
768,10200,chevrolet,malibu,2018,clean vehicle,45836,white,texas, usa,2 days left
769,42700,chevrolet,3500,2016,clean vehicle,60215,white,texas, usa,2 days left
770,21200,chevrolet,tahoe,2015,clean vehicle,125507,white,texas, usa,2 days left
771,22700,chevrolet,door,2016,clean vehicle,90944,white,texas, usa,2 days left
772,22000,chevrolet,tahoe,2015,clean vehicle,82785,gray,texas, usa,2 days left
773,9600,chevrolet,1500,2014,clean vehicle,150525,white,texas, usa,2 days left
774,10500,chevrolet,door,2013,clean vehicle,112267,silver,texas, usa,2 days left
775,6700,chevrolet,door,2013,clean vehicle,139394,white,texas, usa,2 days left
776,14200,chevrolet,door,2013,clean vehicle,82543,black,texas, usa,2 days left
777,15500,chevrolet,equinox,2019,clean vehicle,13532,white,florida, usa,6 hours left
778,35100,chevrolet,1500,2018,clean vehicle,14751,blue,kansas, usa,2 days left
779,26300,chevrolet,camaro,2018,clean vehicle,11150,gray,kansas, usa,2 days left
780,15700,chevrolet,colorado,2016,clean vehicle,91248,white,new jersey, usa,18 hours left
781,17600,chevrolet,1500,2016,clean vehicle,65336,white,new jersey, usa,18 hours left
782,18600,chevrolet,1500,2016,clean vehicle,48974,white,new jersey, usa,18 hours left
783,19100,chevrolet,1500,2016,clean vehicle,40011,white,new jersey, usa,18 hours left
784,15200,chevrolet,equinox,2019,clean vehicle,37444,black,north carolina, usa,2 days left
785,16100,chevrolet,equinox,2019,clean vehicle,43199,white,north carolina, usa,2 days left
786,14800,chevrolet,equinox,2019,clean vehicle,43589,charcoal,north carolina, usa,2 days left
787,16700,chevrolet,equinox,2019,clean vehicle,32870,charcoal,north carolina, usa,2 days left
788,15300,chevrolet,equinox,2019,clean vehicle,38826,charcoal,north carolina, usa,2 days left
789,16500,chevrolet,equinox,2019,clean vehicle,33739,charcoal,north carolina, usa,2 days left
790,19600,chevrolet,passenger,2019,clean vehicle,35309,white,north carolina, usa,2 days left
791,15200,chevrolet,impala,2019,clean vehicle,32248,red,north carolina, usa,2 days left
792,15000,chevrolet,impala,2019,clean vehicle,36165,silver,north carolina, usa,2 days left
793,15500,chevrolet,impala,2019,clean vehicle,29922,charcoal,north carolina, usa,2 days left
794,15700,chevrolet,impala,2019,clean vehicle,26848,silver,north carolina, usa,2 days left
795,14800,chevrolet,impala,2019,clean vehicle,41163,charcoal,north carolina, usa,2 days left
796,9200,chevrolet,cruze,2017,clean vehicle,32856,red,north carolina, usa,2 days left
797,8200,chevrolet,impala,2017,clean vehicle,100315,black,north carolina, usa,2 days left
798,11400,chevrolet,door,2013,clean vehicle,91638,silver,new jersey, usa,18 hours left
799,6500,chevrolet,door,2015,clean vehicle,83173,white,north carolina, usa,2 days left
800,11500,chevrolet,door,2014,clean vehicle,94356,gray,north carolina, usa,2 days left
801,23800,chevrolet,door,2015,clean vehicle,85792,black,florida, usa,2 hours left
802,8900,chevrolet,door,2014,clean vehicle,129068,white,florida, usa,1 hours left
803,28300,chevrolet,ld,2019,clean vehicle,27665,red,indiana, usa,2 days left
804,27300,chevrolet,ld,2019,clean vehicle,25427,black,indiana, usa,2 days left
805,3500,chevrolet,door,2013,clean vehicle,78198,gray,new jersey, usa,7 days left
806,28300,chevrolet,colorado,2020,clean vehicle,13886,silver,indiana, usa,2 days left
807,18300,chevrolet,impala,2019,clean vehicle,34538,silver,indiana, usa,2 days left
808,22500,dodge,charger,2018,clean vehicle,20575,silver,wisconsin, usa,2 days left
809,22500,dodge,charger,2018,clean vehicle,26026,gray,wisconsin, usa,4 days left
810,8300,dodge,door,2012,clean vehicle,99015,gray,wisconsin, usa,1 days left
811,16500,dodge,caravan,2019,clean vehicle,27327,gray,nebraska, usa,5 hours left
812,14500,dodge,journey,2019,clean vehicle,30229,silver,nebraska, usa,5 hours left
813,30000,dodge,charger,2019,clean vehicle,43294,white,ontario, canada,10 days left
814,30000,dodge,charger,2019,clean vehicle,54309,orange,ontario, canada,10 days left
815,30000,dodge,charger,2019,clean vehicle,52822,white,ontario, canada,10 days left
816,30000,dodge,charger,2019,clean vehicle,45554,white,ontario, canada,10 days left
817,30000,dodge,charger,2019,clean vehicle,37538,white,ontario, canada,10 days left
818,29500,dodge,charger,2019,clean vehicle,35153,red,ontario, canada,10 days left
819,21600,dodge,challenger,2019,clean vehicle,23783,white,washington, usa,2 days left
820,22600,dodge,charger,2019,clean vehicle,30759,black,washington, usa,2 days left
821,16300,dodge,caravan,2019,clean vehicle,38922,gray,washington, usa,2 days left
822,8600,dodge,door,2012,clean vehicle,165836,blue,washington, usa,2 days left
823,28800,dodge,durango,2019,clean vehicle,19235,no_color,texas, usa,21 hours left
824,22100,dodge,challenger,2019,clean vehicle,9445,gray,texas, usa,21 hours left
825,14300,dodge,journey,2018,clean vehicle,19164,gray,north carolina, usa,21 hours left
826,13700,dodge,caravan,2018,clean vehicle,54106,white,north carolina, usa,21 hours left
827,29500,dodge,challenger,2017,clean vehicle,32051,no_color,arizona, usa,21 hours left
828,18500,dodge,journey,2017,clean vehicle,14870,gray,texas, usa,21 hours left
829,19000,dodge,door,2016,clean vehicle,32294,blue,colorado, usa,21 hours left
830,43400,dodge,challenger,2015,clean vehicle,7250,white,arizona, usa,2 days left
831,46000,dodge,challenger,2015,clean vehicle,10145,no_color,arizona, usa,21 hours left
832,12500,dodge,journey,2018,clean vehicle,59924,silver,texas, usa,2 days left
833,13900,dodge,charger,2017,clean vehicle,21304,black,florida, usa,1 days left
834,13000,dodge,caravan,2018,clean vehicle,52079,white,california, usa,1 days left
835,13000,dodge,caravan,2018,clean vehicle,54960,white,california, usa,1 days left
836,3000,dodge,door,2013,clean vehicle,80099,white,texas, usa,19 hours left
837,17500,dodge,caravan,2019,clean vehicle,23987,black,florida, usa,2 days left
838,7900,dodge,door,2017,clean vehicle,84144,gray,california, usa,2 days left
839,8900,dodge,door,2014,clean vehicle,85639,blue,florida, usa,1 days left
840,11500,dodge,caravan,2018,clean vehicle,50193,no_color,pennsylvania, usa,21 hours left
841,6500,dodge,journey,2017,clean vehicle,74392,black,pennsylvania, usa,21 hours left
842,8000,dodge,door,2017,clean vehicle,76117,black,pennsylvania, usa,21 hours left
843,18700,dodge,challenger,2018,clean vehicle,36358,gray,new jersey, usa,Listing Expired
844,8350,dodge,journey,2017,clean vehicle,90685,white,florida, usa,13 days left
845,27900,dodge,charger,2017,clean vehicle,54141,orange,florida, usa,2 days left
846,14500,dodge,door,2016,clean vehicle,82240,white,pennsylvania, usa,21 hours left
847,6200,dodge,door,2016,clean vehicle,66167,silver,pennsylvania, usa,2 days left
848,7500,dodge,door,2012,clean vehicle,144220,gray,pennsylvania, usa,21 hours left
849,20200,dodge,caravan,2019,clean vehicle,24722,black,illinois, usa,20 hours left
850,29300,dodge,durango,2019,clean vehicle,41198,silver,illinois, usa,20 hours left
851,31000,dodge,durango,2019,clean vehicle,26353,black,illinois, usa,24 hours left
852,32400,dodge,durango,2019,clean vehicle,28280,white,illinois, usa,1 days left
853,5800,dodge,door,2012,clean vehicle,130120,white,minnesota, usa,5 hours left
854,21500,dodge,charger,2019,clean vehicle,15340,black,texas, usa,19 hours left
855,23100,dodge,charger,2018,clean vehicle,12265,silver,michigan, usa,21 hours left
856,4500,dodge,van,2014,clean vehicle,94872,gray,texas, usa,19 hours left
857,24800,dodge,charger,2018,clean vehicle,17946,silver,michigan, usa,21 hours left
858,23000,dodge,charger,2018,clean vehicle,26996,gray,michigan, usa,21 hours left
859,26900,dodge,journey,2019,clean vehicle,5775,gray,wisconsin, usa,21 hours left
860,21500,dodge,challenger,2018,clean vehicle,6748,gray,wisconsin, usa,2 days left
861,15700,dodge,journey,2018,clean vehicle,38128,white,wisconsin, usa,21 hours left
862,15200,dodge,caravan,2018,clean vehicle,41636,silver,wisconsin, usa,21 hours left
863,23300,dodge,charger,2018,clean vehicle,5359,blue,wisconsin, usa,2 days left
864,6100,dodge,door,2015,clean vehicle,70296,white,minnesota, usa,6 days left
865,20000,dodge,journey,2017,clean vehicle,11346,green,wisconsin, usa,21 hours left
866,53000,dodge,challenger,2017,clean vehicle,7415,no_color,illinois, usa,21 hours left
867,3000,dodge,door,2013,clean vehicle,107593,orange,minnesota, usa,6 days left
868,18200,dodge,door,2016,clean vehicle,50639,black,new jersey, usa,7 hours left
869,21800,dodge,challenger,2019,clean vehicle,6530,gray,arizona, usa,2 days left
870,52000,dodge,charger,2016,clean vehicle,17432,blue,illinois, usa,2 days left
871,19000,dodge,charger,2019,clean vehicle,19636,black,arizona, usa,2 days left
872,25000,dodge,challenger,2016,clean vehicle,41748,no_color,illinois, usa,2 days left
873,36000,dodge,challenger,2016,clean vehicle,13162,red,illinois, usa,2 days left
874,17000,dodge,caravan,2019,clean vehicle,32937,white,georgia, usa,8 days left
875,25300,dodge,door,2015,clean vehicle,23095,red,wisconsin, usa,21 hours left
876,14900,dodge,journey,2017,clean vehicle,34432,gray,wisconsin, usa,22 hours left
877,15000,dodge,caravan,2017,clean vehicle,48162,no_color,wisconsin, usa,21 hours left
878,12995,dodge,doors,2014,clean vehicle,68310,gray,massachusetts, usa,8 days left
879,17750,dodge,doors,2014,clean vehicle,48000,black,massachusetts, usa,8 days left
880,10295,dodge,doors,2014,clean vehicle,105962,black,pennsylvania, usa,8 days left
881,16995,dodge,doors,2014,clean vehicle,96575,gray,connecticut, usa,8 days left
882,25000,dodge,doors,2014,clean vehicle,13239,toreador red,new york, usa,8 days left
883,23995,dodge,doors,2014,clean vehicle,24934,bright white clearcoat,rhode island, usa,8 days left
884,14900,dodge,doors,2014,clean vehicle,46859,billet silver metallic clearcoat,new jersey, usa,8 days left
885,15810,dodge,doors,2014,clean vehicle,44468,black clearcoat,new york, usa,8 days left
886,20227,dodge,doors,2014,clean vehicle,62230,jazz blue pearlcoat,new york, usa,8 days left
887,20999,dodge,doors,2014,clean vehicle,37082,silver,new york, usa,8 days left
888,22499,dodge,doors,2014,clean vehicle,23964,bright white clearcoat,new jersey, usa,8 days left
889,23495,dodge,doors,2014,clean vehicle,11204,black clearcoat,new york, usa,8 days left
890,25250,dodge,doors,2014,clean vehicle,7608,billet silver metallic clearcoat,new york, usa,8 days left
891,15322,dodge,doors,2014,clean vehicle,49982,billet silver metallic clearcoat,new jersey, usa,8 days left
892,21232,dodge,charger,2019,clean vehicle,4950,gray,texas, usa,4 days left
893,5800,dodge,journey,2013,clean vehicle,111628,white,wisconsin, usa,21 hours left
894,29000,dodge,door,2012,clean vehicle,15927,black,illinois, usa,21 hours left
895,17000,dodge,caravan,2018,clean vehicle,36299,gray,new jersey, usa,2 days left
896,13800,dodge,journey,2018,clean vehicle,28469,red,florida, usa,23 hours left
897,30000,dodge,durango,2019,clean vehicle,29086,gray,missouri, usa,8 days left
898,14800,dodge,caravan,2017,clean vehicle,35991,gray,florida, usa,23 hours left
899,8500,dodge,journey,2017,clean vehicle,62224,black,missouri, usa,7 days left
900,9800,dodge,door,2013,clean vehicle,86500,white,missouri, usa,8 days left
901,4200,dodge,door,2014,clean vehicle,144725,gray,nevada, usa,22 hours left
902,2500,dodge,van,2013,salvage insurance,163260,red,tennessee, usa,15 hours left
903,28700,dodge,charger,2018,clean vehicle,19636,blue,california, usa,21 hours left
904,18500,dodge,challenger,2018,clean vehicle,34272,gray,california, usa,2 days left
905,17300,dodge,challenger,2018,clean vehicle,42909,no_color,california, usa,2 days left
906,7100,dodge,door,2016,clean vehicle,55749,gray,louisiana, usa,8 days left
907,3250,dodge,door,2015,salvage insurance,89142,white,minnesota, usa,16 hours left
908,30700,dodge,durango,2017,clean vehicle,20328,no_color,california, usa,21 hours left
909,3000,dodge,door,2012,clean vehicle,149332,gray,missouri, usa,9 days left
910,26500,dodge,durango,2019,clean vehicle,28551,gray,california, usa,8 days left
911,20800,dodge,charger,2019,clean vehicle,35098,gray,california, usa,8 days left
912,20800,dodge,charger,2019,clean vehicle,35365,gray,california, usa,8 days left
913,5100,dodge,door,2015,clean vehicle,88398,white,california, usa,2 days left
914,18900,dodge,challenger,2019,clean vehicle,27957,black,california, usa,8 days left
915,24000,dodge,durango,2019,clean vehicle,30161,silver,california, usa,8 days left
916,38800,dodge,challenger,2015,clean vehicle,26292,white,california, usa,2 days left
917,24500,dodge,durango,2019,clean vehicle,25780,white,california, usa,8 days left
918,24500,dodge,durango,2019,clean vehicle,25032,black,california, usa,8 days left
919,6500,dodge,door,2016,clean vehicle,72248,blue,new jersey, usa,2 days left
920,24000,dodge,durango,2019,clean vehicle,30630,gray,california, usa,8 days left
921,18000,dodge,door,2014,clean vehicle,86125,no_color,california, usa,21 hours left
922,24000,dodge,durango,2019,clean vehicle,30408,white,california, usa,8 days left
923,23500,dodge,durango,2019,clean vehicle,35443,silver,california, usa,8 days left
924,4500,dodge,van,2014,clean vehicle,95377,white,california, usa,2 days left
925,25900,dodge,durango,2019,clean vehicle,32724,silver,california, usa,8 days left
926,13900,dodge,caravan,2019,clean vehicle,45089,gray,california, usa,8 days left
927,14200,dodge,journey,2019,clean vehicle,35948,silver,california, usa,8 days left
928,15400,dodge,caravan,2019,clean vehicle,41601,blue,california, usa,8 days left
929,17500,dodge,challenger,2019,clean vehicle,26370,gray,texas, usa,1 days left
930,17500,dodge,caravan,2019,clean vehicle,18271,white,texas, usa,2 days left
931,18000,dodge,caravan,2019,clean vehicle,9476,white,texas, usa,1 days left
932,25200,dodge,door,2012,clean vehicle,80899,gray,new jersey, usa,2 days left
933,14100,dodge,caravan,2018,clean vehicle,57394,black,texas, usa,2 days left
934,13300,dodge,caravan,2018,clean vehicle,42190,white,california, usa,8 days left
935,16200,dodge,caravan,2019,clean vehicle,22591,black,oklahoma, usa,21 hours left
936,13300,dodge,caravan,2018,clean vehicle,48681,gray,california, usa,8 days left
937,13100,dodge,caravan,2018,clean vehicle,42621,silver,california, usa,8 days left
938,15500,dodge,caravan,2017,clean vehicle,27761,silver,california, usa,8 days left
939,4500,dodge,door,2013,salvage insurance,107768,white,california, usa,18 hours left
940,28400,dodge,durango,2019,clean vehicle,14355,gray,colorado, usa,3 days left
941,17400,dodge,caravan,2019,clean vehicle,9467,gray,colorado, usa,3 days left
942,6000,dodge,door,2014,clean vehicle,122837,silver,florida, usa,53 minutes
943,20700,dodge,challenger,2019,clean vehicle,18313,gray,virginia, usa,2 days left
944,20300,dodge,challenger,2019,clean vehicle,19506,black,virginia, usa,2 days left
945,14000,dodge,journey,2018,clean vehicle,14750,black,oklahoma, usa,21 hours left
946,22000,dodge,challenger,2019,clean vehicle,11280,green,virginia, usa,2 days left
947,17200,dodge,journey,2019,clean vehicle,13944,blue,virginia, usa,2 days left
948,15000,dodge,door,2016,clean vehicle,26922,blue,oklahoma, usa,21 hours left
949,17500,dodge,journey,2019,clean vehicle,12690,gray,virginia, usa,2 days left
950,1300,dodge,door,2013,salvage insurance,239822,gray,michigan, usa,2 days left
951,1750,dodge,door,2014,salvage insurance,74975,red,nevada, usa,3 days left
952,16300,dodge,caravan,2019,clean vehicle,28289,red,florida, usa,21 hours left
953,15700,dodge,caravan,2019,clean vehicle,38041,red,florida, usa,21 hours left
954,10000,dodge,journey,2017,clean vehicle,52386,silver,florida, usa,2 days left
955,23100,dodge,charger,2019,clean vehicle,34391,white,florida, usa,21 hours left
956,14900,dodge,caravan,2019,clean vehicle,39515,red,florida, usa,21 hours left
957,16700,dodge,journey,2019,clean vehicle,22074,orange,virginia, usa,2 days left
958,16300,dodge,caravan,2019,clean vehicle,28782,white,florida, usa,21 hours left
959,25800,dodge,durango,2019,clean vehicle,30092,red,north carolina, usa,21 hours left
960,23800,dodge,challenger,2019,clean vehicle,26443,black,north carolina, usa,21 hours left
961,16800,dodge,journey,2019,clean vehicle,28981,red,north carolina, usa,21 hours left
962,15500,dodge,journey,2019,clean vehicle,32865,white,north carolina, usa,21 hours left
963,6000,dodge,door,2014,clean vehicle,117258,blue,florida, usa,23 hours left
964,26900,dodge,durango,2019,clean vehicle,16397,white,arizona, usa,20 hours left
965,16900,dodge,caravan,2019,clean vehicle,16176,white,arizona, usa,20 hours left
966,19500,dodge,caravan,2019,clean vehicle,1091,gray,arizona, usa,20 hours left
967,15400,dodge,caravan,2019,clean vehicle,17472,black,arizona, usa,20 hours left
